wallet_address,player_name,actual_royal_favor,gold_value,main_pot_share,chain,day_one_cashout_npc_kills,day_two_cashout_npc_kills,day_three_cashout_npc_kills,day_four_cashout_npc_kills,day_five_cashout_npc_kills
0x29F8FA07c7E8BA8a0Cd5fE8cD05f79e0449b6e95,renanzeraa,94054,49480,0.00039622,ronin,,,,,
0x718a58920090cBEbEA2Cf6cdD1e99D8Fb94DE836,lenagol0vach,61055,259407,0.00039611,ronin,,,,,
0xCaaFfe68BA0Dc89f5027D610e8b5d04039c60799,verywow.eth,93351,53553,0.00039597,blast,,,,,
0x602E8275CD29a96b1644D35F3d241D1e9D0b4B7D,INIeo_TGG,80577,77549,0.00039579,blast,,,,,6
0xdFAB2828541CD9c8473A412A9aa76E4e48c58700,Snoop_MANA,91994,60489,0.00039493,ronin,,,,,
0x7b709038240cC62140003a28CDF084621981D03d,LonJonJr,42401,375786,0.00039465,ronin,,,,,
0x7aC8f36D33aa93bcB41Afd3fCd5b22DC75971487,Yudi,59984,135846,0.00039435,blast,,25,,,
0x45d22BC9cB44deb66cF1428c20b5Df4165748544,mathestarZ,17015,127403,0.00039407,blast,2,,,,
0x098093009b26f9089e3FB738392e8302532b4168,zacyzoe,8443,590476,0.00039372,ronin,,,,,
0x7725e53778a30e648Fac4cd6d5A6030461A5C2c5,Blitzer,63846,237608,0.00039365,ronin,,,,,
0x6E00df3a4Cd057c3F05b5e053bc4704AE984B650,TommyWaiso,42859,370698,0.00039332,ronin,,,,,
0x572FE8bbEeEA30Ecc1f883619e88b57BC0C25A7F,WBT-sickmyduck666,75010,165392,0.00039296,blast,,,,,
0x04EA42554d73085Ec8ECe7BA25A68BaCa5D66fcc,pasydinaa,83474,111257,0.00039281,blast,,,,,
0xe3F7a259f78133445a98315DbEbb0FfE775C01e8,artss,63225,173474,0.00039270,blast,,,,,7
0x3750d051b0c44F2f32C0144759f6A4C4b51E0c39,key,75350,24593,0.00038983,blast,,15,,,6
0xa6e38Bf4dCa4EF1d9bF6Ccd63587E0f20744a230,Liiloh,56447,115156,0.00038976,ronin,,32,,,
0xD82bBf011c48646E1D00A56ceeCa151269a25246,Bigball,83196,22166,0.00038956,ronin,,,,,9
0x2d76220bdD99902A2E085252010bA3E092Ae7124,solya0x,95170,29679,0.00038846,blast,,,,,
0x5db33659da1293DEB6291594432a759B14FA5Ddd,Dudsband,79914,11969,0.00038798,ronin,,,,,12
0x866a050c737fD633496948Ec15300dce9fab10e4,GTA6,93777,36038,0.00038693,blast,,,,,
0x5D7A8a1855687e79632075c2b0D51Cf801054Ca2,90xGGGTarks,60645,175286,0.00038674,ronin,,14,,,
0x348b6881bfE665AC2BAf4Ddb1241C4df2514457e,laianhminh,36312,401041,0.00038639,ronin,,,,,
0xC521EB6e4E803BE6FD3523A85Ed8BD2820eB447A,MadBushidoBYAC,32126,14489,0.00038632,ronin,,81,,,
0x16c59c75eA2E71032C4547d1341fF3d3A52FaF38,NoturnoMana,88777,66307,0.00038597,ronin,,,,,
0xdb59bB969144675860168DC619c3448D35e2Dd53,OMG_Makon,27601,169585,0.00038557,ronin,,46,6,,
0xd515d70CFB2d3c44e4DD6Dd683C4A3437fd46F75,Pepe,55855,121958,0.00038482,ronin,,,,,16
0xD277C8F34056bCc12b9058A3B65479B5db61B7d0,RaiDan,96917,12358,0.00038467,ronin,,,,,
0x47eDA211B43f20Da8c5eCc32D0459425dD59d438,Diasanger,87385,71623,0.00038380,blast,,,,,
0xc053E84324C789B79F44F0E0c60C9A91F257d828,VitalyGeng1,61248,151167,0.00038299,ronin,,,,,9
0x390484492F3ff3847Ad3f6631284eC5f1B2Bf3Bc,conlans,68837,187778,0.00038262,ronin,,,,,
0x333e15f80C328222085917FcE59B2f98F7Fe5c6a,mokudzin.eth,74835,28096,0.00038081,blast,,,5,,8
0xAF632e2612B3C12FDBe7d988B668575712A11Cb0,DeaG,60404,238488,0.00038079,blast,,,,,
0x87fa7393ADC451b8c5114717E8ABFbC0afb976d7,QUAN,94508,20847,0.00038049,blast,,,,,
0xc6Bf6850F6278C020c0053c797f59F696eAA68c7,fisherx,47073,322792,0.00038044,blast,,,,,
0x46178A6a7fD882cE350431eF88fd935Cb70b1972,90xGGG-fuckdatbitch,85218,76232,0.00037819,blast,,,,,
0xc49a3d70b330209b81B672748A4472F59Cb7f94F,Kazuto,65042,99699,0.00037792,blast,,,,,11
0xb730EeCd2adb9c31B2095B8De68090683c7D5d9F,SRK,39947,363970,0.00037788,blast,,,,,
0xA0157F7f05E04370d1499026dB94070DE382d88B,nilmendes,48667,143860,0.00037760,ronin,,21,,,6
0x174fe9C3DEB341329484fa5cEAf4F2b4Dff620d5,guesswho91.eth,76214,131815,0.00037712,blast,,,,,
0x8f4cdd122dfC5291eC07A65F7253a290d0C1df65,MizukiCh4n-PvP,67108,188959,0.00037661,ronin,,,,,
0x8197B44f1c18053d315CfC7D412860115C4f1F4B,holysiek,41818,213092,0.00037605,blast,,,16,,
0xc8D375386EC576a02eca0fe5d47800b768895B7B,zeta,94120,13863,0.00037471,blast,,,,,
0xe90CF24458214B86F5877AAdE35dE9e877AAE95f,glar.eth,74931,134209,0.00037359,blast,,,,,
0xAa9d39f9a6C3cde9d2785069ADfDf29302186772,Hero0fHeaven,80501,97852,0.00037305,blast,,,,,
0xE8a04468dDAD59f411a07d282A8fB40CC41B24fb,SAIJAX,30273,417136,0.00037273,blast,,,,,
0xb591F2D355Cc602184B2F929BDd2a7F2F3e74b99,NLDxFongPho,68151,175846,0.00037266,ronin,,,,,
0x804bc53b028ffDb6c1aF4EeE3bC5aCF0c8e509F7,90xGGG-jlove,55777,176958,0.00037166,blast,,,,,8
0x74c82d0446E3aD772C6d5c4FdCD82501A7924bCe,Rasudas,71589,150454,0.00037052,blast,,,,,
0xCB10A0D0Db43Ad8fb435334B540E5387170dbAD0,zolo,67604,174877,0.00036994,blast,,,,,
0x1281A54773bd36C02aacB21df858687016DBc19d,mercureotto,94378,4301,0.00036987,blast,,,,,
0x90d97772F4469Df443273d2946aAebd5158f75af,nuclearnova.eth,38820,356616,0.00036900,blast,,,,,
0xeC434bD42B4701903f94674d02880F8630b8E669,CUCARACHA,81850,25125,0.00036870,ronin,,,,,6
0xfF2a1AC41946e0caD3939080C0170B6D15653D2c,90xGGGLeynhard,62661,203158,0.00036798,ronin,,,,,
0xb2c72E5e5F31d7B19387690b135d22A5A55c7c2a,AndrewTate_BALAGAN,66036,66485,0.00036730,blast,,,,,12
0xdE64dcc41502136DEb015dc2f1Cd1e8c2a1Eed84,Glitchpro,82347,76426,0.00036713,ronin,,,,,
0xb38b2eC92939F47521326f86a93fB4053235DBD8,CGR-foodiee,61958,202808,0.00036504,blast,,,,,
0x95B2cC2089799Be12A743be58cb5C4fD1c2a56C8,nuk1,68874,156949,0.00036392,ronin,,,,,
0x1698F0c26Fcf8475A0B01300dceF037ffc455E2f,sleepyheadbi,57812,45677,0.00036196,blast,,35,,,
0x7f34834B5e30925dAc4862b0c184d36D2F22c1a0,TGGSnowzeraNFT,29515,398684,0.00035850,ronin,,,,,
0xCd90673fAA58AfA5c0eD28886F3Cdb11753610F9,episkop.eth,70182,138571,0.00035778,blast,,,,,
0x1E2c65FcEA48638f85078424d180e9f64f8c8CC4,BoraBill,82198,62064,0.00035778,ronin,,,,,
0xB73aAA97c80E838D879A8CfA09a9071b32b01684,qqqr,65513,167305,0.00035717,blast,,,,,
0x7E7dBFc0d92efB8DbfD2b0a53c97DEFe512cb697,LCGxPoneleQueSi,63027,39701,0.00035678,ronin,,28,,,
0xBE2573Ea353E5406CfbD2f31e88a9087bF1C701B,Kataro,53879,164069,0.00035639,blast,,,,,8
0x6c6163FeeBC98F036bdD0aaC458661ECb71C8638,pedrohzx7MANA,87468,25365,0.00035585,ronin,,,,,
0x2516da3A29496b5f93c6f113A55A6440371CD639,Salles,78608,24522,0.00035572,blast,,,,,6
0x645199d7b96f2713F9D637f709673819cC298243,valked,90461,6000,0.00035567,blast,,,,,
0xB50C5320b52940c2527a244eaE611Ba0E1020e52,JOPLIX,63914,174961,0.00035563,blast,,,,,
0xF89EcaA2A69E540A56Cd9A113aec5ec00FCDC490,Kissugi,61471,189366,0.00035493,ronin,,,,,
0xB1524cf8E849F4Afc67B8808388Ad6e5CBB0be51,SamucaHxLMANA,45046,23649,0.00035492,ronin,,53,,,
0x03e4aE853fa5BC1A75BE2128638A4d737d97D34a,wickedfella,60475,193495,0.00035357,blast,,,,,
0x37953A79b8512111b89Aa87d91CF1a968Ff21981,Goingdown,75756,37133,0.00035233,blast,,,,,6
0x844C3794EeD76dC6ccD6088799E691544b046a47,Rafaliro,53194,125215,0.00035208,ronin,,22,,,
0x7556b55e0a395fF712e123D58B9d1Dc409520Eb3,Asterix,61272,127307,0.00035108,ronin,,,,,6
0xAC4066dc25231f153d3A9117BB7D25d62F3487Cc,Glebka,58382,202396,0.00035087,blast,,,,,
0xB844404990C158610749f8c9055629Cf6F129188,Sheriffs,21893,157364,0.00035023,ronin,,43,,,6
0x15ACB2F014E9B665af5EeB1ca023A982f0e2a254,DONTFLEX,82272,49070,0.00035012,blast,,,,,
0x42ef98206Ff4305156b979452756D8DA2b9c4d2F,HCO_SP,89978,0,0.00035012,blast,,,,,
0xe6b67A279cC7F57cC486E82a1c89422FA20e2098,Kekccc11rus,43718,236848,0.00034972,ronin,,,,,6
0x96A91C9b8386Fb624106c92282e8055e4b24816B,wenpussy.eth,60600,139779,0.00034960,blast,,,,1,
0xC97618a86bCF5768938f0415f62d7D1751D134f9,JustPlay,53040,188299,0.00034952,ronin,,9,,,
0x0709615878c6f35b45a1B958aa50D3b4520d87F5,LionelMEWING,79721,63431,0.00034897,ronin,,,,,
0x5d3efCBAF52BdEDb4458c8718e5E05791C38d7cC,kiuem,40515,6507,0.00034863,ronin,,60,,,
0xF0576F72b897f3eA98f95eeD7CDe0b6b2421236E,VladShat,71156,116722,0.00034822,blast,,,,,
0xfCec91E02dFa67b526fC8aACE26F96f2c9771a75,拼夕夕1,26058,10010,0.00034783,blast,1,37,,,
0x7945f5D3c2153dc30D90531F999A5EE0A1Cc47CF,23_Free_Man_23,50137,162009,0.00034638,blast,,,,,9
0x7ff9b266F8777CF6B779164eBa5165b07fA18447,nistu,81613,46699,0.00034611,blast,,,,,
0xbE184aF34EFC47Be4720172200AD6588cE8A0caf,Chamdayxahoi,51553,44947,0.00034339,ronin,,37,,,
0x52Aab49D5da23d83f8eEEc9501B6B2923d8cf7F6,Kingt4,41106,299359,0.00034290,ronin,,,,,
0xd5a61f4E28e57746c755b1E5285b802506733EF3,Folowor,49631,245018,0.00034287,ronin,,,,,
0x5e8eAb5F088280A0BdA0c2024f47280Fd9E8690C,MEPOxKR1T,37512,226841,0.00034269,blast,,,,,10
0x26C192aEd1b76BC714476005A701a28E71CE7819,lokar,71500,25528,0.00034029,blast,,,,,8
0x794a4eCB6c0F7ba28058a1aAad1154BaaDCd518C,hotspion.eth,33647,340440,0.00033899,blast,,,,,
0x45faD3d36fA506e7F955711D6D0Dc94a5be8F4B6,dsg666.eth,45680,263795,0.00033897,blast,,,,,
0xE17E8BDEf5eD7181c36f54B80989C893703bE2cd,90xGGG-N00b,68997,115281,0.00033893,blast,,,,,
0x578A85fc8359A03Bd5c3B05Ae3101e6A862e0B7a,Riser,74553,78190,0.00033788,blast,,,,,
0x4b5804637d54EE556A6Ae959a8a4F75eAcbBb687,Purson,58881,69805,0.00033780,blast,,10,,,6
0xB9B0418d876aE61A4143125034e303aB097dFA44,ygms1.eth,85956,5132,0.00033761,blast,,,,,
0x2b4a257e62070C91A4fB4B09A79758243cd677E8,Cepkamil,58353,180332,0.00033727,ronin,,,,,
0x5291cf7956A9f0b17b2A3362439A7d7Ce0391963,kenct,18315,196051,0.00033650,ronin,,,28,,
0xD91c9792166d6885EB16305D10566ceB4b94Ce61,Nyathan,36053,318503,0.00033494,blast,,,,,
0x08E9A3FfC44F86e5bf67Ae013c96614Eb8BB491a,Nick,16782,440621,0.00033459,blast,,,,,
0xaB8816a1A159eF460770b69338186829895aF660,Samoedski,76278,61687,0.00033451,ronin,,,,,
0x04174a79F7b2bf7d253eAFA5d96F32B2707be26d,CryptoKit,54932,196139,0.00033362,ronin,,,,,
0x37912f5A4A13Da1e83CD198BbFB389aCc71e5d2c,rezzi,61271,155507,0.00033345,blast,,,,,
0x3bc6498b87Ace04DB1C95CdcCf90b0Df96684D04,kocer,44214,261418,0.00033181,ronin,,,,,
0xd7cD897459A3dbC8308c5CF0Ca6e75B8cc69E409,susoon,74588,68027,0.00033181,ronin,,,,,
0x3CdB440f53C74319629d3D4a699490f802737cba,GoDa,35358,271391,0.00033150,ronin,,9,,,
0x033d8ec7EA0AF942F519fF9bAa26210D1A036DDD,peerduha.eth,31677,289425,0.00033131,blast,,10,,,
0x2a5583171cF486c12d15756009BBe825E0Df7F7E,HITAM,68698,104301,0.00033106,ronin,,,,,
0xE99df2E1D3B00be31f444894831032eA0657925d,Bluefoxx,52630,206562,0.00033103,blast,,,,,
0x0e893D2bf076381e602FDf80D47813c9902F2504,mad_cherry,76841,51783,0.00033065,blast,,,,,
0x320c4b85C300c370A664CBDB5383F1ba98804Bc2,AyrtonTGG,61281,150837,0.00033064,blast,,,,,
0x4a885cAa7678Ed8B64214dfc8932E338612C6592,sidus,63364,54234,0.00032957,blast,,16,,,
0x228E7E122dF3Ce81de1bE62b7c551f93865F2d09,CGR-saikai,33749,324103,0.00032940,blast,,,,,
0xB99373D83f966406F8cB5faC4F92a843d8A56C99,90xGGGxsamdexdz,64245,32755,0.00032922,ronin,,19,,,
0xc7dc2056b01AbE1FF761cc79C492F9DF11066E80,dxsptdth,58217,167671,0.00032900,blast,,,,,
0x553BbAbdEE224bB4c2b0dED08CB75729B7BF1E3E,MANAxASTHAA,61724,145312,0.00032899,ronin,,,,,
0x3D37Bb26E443B92F460470BDC296690B95c2B3bD,90xGGGHunt3r,49300,171141,0.00032759,ronin,,,6,,
0xF57Fe7811d808219c7a97C636177A0D6d080eDc0,HFA,34954,311924,0.00032664,blast,,,,,
0x7A6f682b74E882D46562876c120d49C4A76cD59A,danekl.eth,65746,114724,0.00032594,blast,,,,,
0xCc414a0ccb68dAeCC65d08c7827D3a5BEa4D9dec,Vladyan_BALAGAN,77430,39786,0.00032561,blast,,,,,
0xfE3fee28797a3c768B2948ed7b49be7C9F9a7a4e,0xMuuh,81565,11644,0.00032450,ronin,,,,,
0xE41478b4901f4571b5d447470e2edb1602807196,MEPOWARRIORS_SKIES,58956,155148,0.00032423,blast,,,,,
0x534E494E6225d2D4A6C32E9Fa6F6106F1f8d03c6,Angells,68935,23772,0.00032343,blast,,,,,7
0x64Ba1B34eF50Efa53BD545F6B455C085ED77F519,CzarDos,58327,155525,0.00032201,ronin,,,,,
0x059727B971dacef275Db6EcA4BB813B767876d47,90xGGGSaChBoyy,51275,85327,0.00032137,blast,,,,,12
0x66Cf26c634599E22dbcdcfaFbECc16f07DacA444,90xGGGGiannisKwts,52199,193487,0.00032137,ronin,,,,,
0x5cb4a3e7E6fD1A5Fb6De267BE2cdCbBE58e0C8fA,FastExit,51482,197232,0.00032086,ronin,,,,,
0x6Ad5AdC58ceF39514902893F8231435Cf578111b,Flayk,45796,176188,0.00032016,ronin,,11,,,
0xa92108D36965bAD1e6BCaBFD41f578864F71A457,yunno,44586,116725,0.00031977,ronin,,11,,,7
0x4E4B063206FFE9ef2904b9c596b36B4a8423d53D,noleti,47410,219408,0.00031857,ronin,,,,,
0x66518476a70E8931324c4B826EdCD8D0974B82eF,Ace,74230,47604,0.00031793,blast,,,,,
0x243A12C9232484fd08BfE7439144bDD79DBdabbb,5wTomko-KGeN,36618,82035,0.00031762,ronin,1,,,,
0x4a4A2EB6Daae9FeEf13436E00F77798036FFb845,HCO_GJ,29918,119894,0.00031748,blast,,,,,22
0xe01A8803fF94694337061f5d92DDa2Cea2e5813A,LipeBrasil,62550,119775,0.00031659,ronin,,,,,
0x5Ed851eA0D002F33D4521ac418783b7502B5f9AA,Rafael15md,59043,141233,0.00031606,ronin,,,,,
0x753a66Aa07F83AA84A2951f34Eff9dbFd2Ca32A4,dunnguyen2692,71810,58951,0.00031545,blast,,,,,
0xDCCB7C49A27353FFfB597F88F6662A92B333Dab9,Kamil17,74935,38789,0.00031529,blast,,,,,
0xA2b6A8458724C42E9e2dEFb8A81e1E28b473EADb,UncleMulyadi,64669,103458,0.00031487,ronin,,,,,
0x361D6a0A6ce25c833081DAa7C31c416D4295eC5A,LilMillionaire,57361,73615,0.00031466,blast,,,,,8
0x90196f3b0DF5F6572c861cB7acc79baF8046a8Ab,SomeoneStoleMyName,51194,188151,0.00031419,blast,,,,,
0xF1A4FF5073A5147f0b91D9CA1196A68e3E72C41C,Muttyz,49227,200423,0.00031404,ronin,,,,,
0x78Fc0DCD9601DE6EaBBbdd24b28b4749C0Ee6100,CN-Salo,64927,97893,0.00031247,blast,,,,,
0x4Ff3B9774DFa4C5AB4131ce32FD0c293951FF987,xinnian1,14804,89935,0.00031204,ronin,,64,,,
0x3B27B03976A1787631f7D6A5E60a844c797A4C33,maiconrech,41049,248812,0.00031179,ronin,,,,,
0xC5838b90714840070E0aF388bBED2cAaec2dbA4B,eskilo,23904,167956,0.00031098,ronin,,37,,,
0x1Ee75C935DA283b49a406E2Bb90412E995851498,TR4_Zarun,72257,47818,0.00031039,ronin,,,,,
0x647B00AEF4B8D09216F5a06bC6451c3AdBe258Eb,Arman4ik,13657,7280,0.00031005,blast,,81,,,
0x35113033AeEfD2Ca0A2C4d68c8ab972d60Fbc910,90xGGG-Pandesal,25057,346119,0.00030903,ronin,,,,,
0xB3Db5b47948058A20614cE752985b4b558aa845E,antagorda,63884,32119,0.00030888,blast,,,,,7
0x0FdA5E1cdf7dEe10d6Ba8d2E36700f3F4efE3494,HieuDaiVuongOMG,20572,72490,0.00030796,ronin,,44,,,8
0x85C73e9F93f880a7b78790c6a54eD1E8C3FC0012,Mushra,32456,106203,0.00030738,ronin,,,,,20
0x7cD4d94e67fbF783670b65C90a0cE331bb9836De,Crypto_volt,43866,223117,0.00030705,blast,,,,,
0xC4bABB64E2Ef3006Bd206C43218954b6793f6f30,Yukuss,33345,289458,0.00030665,blast,,,,,
0xf2071e6C2c6F3219F6E80c7CCe32084cd2C65bF6,BaekSuminMANA,40785,109155,0.00030645,blast,,26,,,
0x6eC2193d278BB0a4a7edb2bED0cF6452a2E97739,rozumenkoo,72572,39322,0.00030642,blast,,,,,
0xD93E41D4748dAb8E60F008c63A894fBd75a62480,Jhoow_Santos-KGeN,26581,173904,0.00030633,blast,,31,,,
0xD9Dd0627A3e93c90131651082da115573a93Ab01,ImFromKerch,23259,215162,0.00030510,blast,,,16,,
0x3F5eC1573f1032876309AafC4b8100E588E01481,jessjinx,26893,327937,0.00030506,ronin,,,,,
0x38906Ce986AAa848f97bb1f56FfaaBCF5667a087,MestreDasCarnes,58491,80500,0.00030485,ronin,,9,,,
0xeEaCdfe5C995AB373cAaA7227f11FB7257A96C45,Kraks,23013,152462,0.00030426,ronin,,14,15,,
0x082D777CA58135949e9a47EB2294863a5792b8AC,whataJKGAAME,60697,5912,0.00030369,blast,,,,,11
0x53bE71D0409F7dEdCcfA08A9b075a91138fBBf72,sewerperson.eth,69791,51887,0.00030328,blast,,,,,
0xdE0F6aF47231fA680aA53497140d7c594c6FDc6d,SmakiS,9507,42631,0.00030303,ronin,,77,,,
0x91469Ed99fdC878Ee9993b8781258755BA1fb47e,Shinnn,15339,397892,0.00030286,ronin,,,,,
0x840cC58E07b637b0e6E6A4CB17029837F91fE2aC,ZeusTT,41334,231885,0.00030255,ronin,,,,,
0xD54c5EB8936Ce8b091BC9ADDF55e662c0593BE46,Marretebr,47276,194027,0.00030254,ronin,,,,,
0xD6178C6e8Ef02aa3773AB92a7b05e9607dddbFE4,dzaboii,69075,55043,0.00030242,blast,,,,,
0xa90DF488C81F138609fC242E7F993e5349596871,yoorkk,61462,6335,0.00030112,blast,,,,,10
0xB33B75f772eFD69cF277fbb33F0A28AA6778A88B,thugzinMANA,64931,79191,0.00030106,ronin,,,,,
0x4d6848B54B7797c89fDA53dE5BFc7223Ab3e5f06,Trikz27,69910,47051,0.00030079,ronin,,,,,
0x845f53f3449046FC4687C0019a6FB27ea89a0709,InfnityNando,29060,30813,0.00030037,ronin,,,,,29
0x43Edc7F883ef20594d6a9B7403F9758074d5DA0C,Empty,31211,36718,0.00029969,ronin,,,30,,
0x07E367e88a1Cdfb745a5770275911EDDf6f9a69D,RVC,68084,56836,0.00029966,blast,,,,,
0x8E0a10F984E1e087aa7d32e29ca32CC8D3fb36c6,shadowrose2,54043,99530,0.00029917,ronin,,9,,,
0x6b788fb645c1647fd7FA2B0Eb65A067a4c9bc420,Everjhin,15523,169404,0.00029913,ronin,,17,8,,7
0x52603f4d9897181c2fbC8B87f6007D2D88159d8a,Fazan,73721,18984,0.00029846,ronin,,,,,
0xAB1DBae7a694C5005e4568328b01275d3641968B,ImotekMANA,72118,28489,0.00029803,ronin,,,,,
0x649d12CDca7bb67cf6c314fecA81a0eacaB3c633,90xGGGSmile,37377,192555,0.00029797,blast,,,,,6
0x0fECCF86eb315B17A0d14fbbC8135326CBA738A4,Juneezxc,56814,28827,0.00029678,ronin,,,,,10
0x28A7b72963c54600ee55342E853a47F242A416AF,BLACKDEAD,57584,118306,0.00029637,blast,,,,,
0x2C47dfCa2e3e31fE8D5Fb27FBc4fa69d3663AE55,ImperialCrypto,55183,39266,0.00029546,ronin,,,,2,
0xbAa289a54423266c7fAFd70b1d006948088218FD,Sapeka-KGEN,37375,112055,0.00029524,ronin,,,,,14
0x0f0eB7af9917800c3dbBB4E930f2217Fa669ea9F,CGR-viv,37176,245988,0.00029499,blast,,,,,
0xBe99fc423190F169c1Cc34aC6fA64Ac2f71Ed64C,PepInfinity,38596,84384,0.00029470,ronin,,,,,16
0xC320391A4bB82898273B9EAe22Bfd3e499B28f9A,Glavar_BALAGAN,63572,17813,0.00029461,blast,,,7,,
0x3a9FCc0C6A704be6FeCd614B9132A634e30E9D26,Azura999,41053,219252,0.00029374,ronin,,,,,
0x328b722f9d4C5F567B6A1D13b5B98952727D8524,sedpump.eth,72597,16730,0.00029271,blast,,,,,
0xaf643c276a4DFF003710acEA13e4E0e7De99BEf1,ZeGotaCrypto,52559,143572,0.00029226,ronin,,,,,
0x168feF2fD1AF371625B2593468620185Cea904FF,starcraft2.eth,64730,65642,0.00029199,blast,,,,,
0xBa0741061382564b768d4Bf0EB566dAE6209b848,Tieta,36021,248257,0.00029189,ronin,,,,,
0xBEEB8eF5Da8aE720CeC8FF12343beBc66a4C4D73,NagiKRN,54364,131463,0.00029188,blast,,,,,
0x6e6a04Ee325470bd4C6Af8114C74b5cFaFE1ef05,rigami.eth,49995,158444,0.00029137,blast,,,,,
0x3D3F87c3593a6Aa2d16812d65c5003aFfBCd86d2,Egoriik,73552,7749,0.00029094,blast,,,,,
0x485a8Cd9aC75f5a152435c9ED10B566C9111Ad97,Kopalka,24803,317111,0.00029032,blast,,,,,
0x07E1ca02Ad1e610971aEe744dcB6F1B25Cf8a5B3,RoneyColeyman,71691,18376,0.00029019,blast,,,,,
0xC451F5317Fa490c109550955b3785BD7F27E156D,truks,58692,100051,0.00028953,blast,,,,,
0x024E0C9d18f0919E4c77FB71cf91229af218C136,joaozinho123,30876,276944,0.00028940,ronin,,,,,
0x93f44643Aad58C999E8eF2D746A10B3c80e687bb,newquay1,68496,35948,0.00028850,blast,,,,,
0x56a66193812291e75f176AB92De6607cC5650ed3,basterok.eth,44834,48644,0.00028834,blast,,27,,,
0xA82C569A5f2cc7dFF3eecc215a56eEC0214ed65B,firuvirglol,68960,31860,0.00028780,blast,,,,,
0xb78d0De8E7fCb28196B8D07071E66C1e58A21bf3,Cfop_sila,29249,18244,0.00028761,blast,,,,,28
0x2755DfAe2634d57DC1c8ef8132BeB1113136CDf9,WBT-1v99,34119,252859,0.00028730,blast,,,,,
0x35D23D03728c694f42ab85dB12BB9BD8Bb6ff10e,Kenaa,21703,25709,0.00028713,ronin,,,36,,
0x1D75004221df5B32b23f7C9eDf30e63842907569,Alissu,42406,199395,0.00028687,ronin,,,,,
0x98c1803Ff7AB06224B0042C191e7cE45DA3307d3,lmoul,17446,51153,0.00028615,blast,,60,,,
0x90b05c51E6D62029b957F722EAAa040D1569141e,Zhabka,65418,50871,0.00028564,ronin,,,,,
0xe48bCf4141513d73304D7267AF005c135FeDAA48,123arielle456,32623,259629,0.00028561,blast,,,,,
0xd825c6f0a164dE7af1f8199b8Ee74965822337E8,bondezkun,42376,196955,0.00028526,blast,,,,,
0xce2f4aC7BD7944F148FF2093983e8238997BCdfc,SushiiInfinity,35189,59021,0.00028520,ronin,,36,,,
0x0Af59A9cdE38De3c06696F73af84b4f992aA2c10,Silks,54705,118133,0.00028506,ronin,,,,,
0x04bc46819f14A5580eD913688666c6F589F55403,sheenvn,60057,17067,0.00028478,blast,,,,,7
0xc8787710209A3851A03bFcf1df648c3407333C8c,Edsey,50404,49677,0.00028458,blast,,,,,10
0xb9F1c1E3B29af32E10bD047AA5AeBeadF3F36Cd2,Shinigame,20162,36119,0.00028441,ronin,,59,,,
0xa509EC51011BA23141221B92952EAD0881cFB999,xhabib,66436,40821,0.00028346,blast,,,,,
0x4aCe1048BAf44e739c109af635AA93cDC4d1B9Ba,NOTdoublew,61064,73013,0.00028223,blast,,,,,
0x1B479408A508c401D35f645895A35d3aCD28DE2b,Aldzir,70244,13995,0.00028188,blast,,,,,
0x80cCCb34D97Aa5504504572C17764195A117aEa6,Maksi,68908,21026,0.00028098,blast,,,,,
0xeB217f5cfe41C3F790d001649cB24000F4A2c879,Jug_of_Wine,43614,104032,0.00027976,blast,,,,,8
0x979408AEb15D954E4063EE7DB14e667409B471AA,High5killer13,66685,31737,0.00027888,blast,,,,,
0x19824126Fd951e3F596de84410fd337d5e936aBe,HiDoo,48591,146118,0.00027838,ronin,,,,,
0x1Db615d6eBe1560915427688d9e2C602D9433DF8,MANA-CARBONIZIN,68127,21540,0.00027826,ronin,,,,,
0xD45125e76aa8080AAa84e165C76aeDEf4d6f8CC3,pony,50969,26015,0.00027813,blast,,,,,11
0x6b52D523D0B4754C49E80389ad68755eF3E7Ed87,sbrnot,55923,98770,0.00027797,blast,,,,,
0xdB5FBbFF0B7AE63f9Ed2607B669f2b16b21fE290,Ice-PvP,60769,9931,0.00027739,ronin,,,,,6
0x955CF983201CC5583970a4e5eEeA58a755BE373D,Klein,40782,194071,0.00027730,ronin,,,,,
0x730a92c8Bc056980b67a2F6D6437cA048BcA2be3,Loccon,46151,159286,0.00027693,ronin,,,,,
0x0767C70ec7d9A844De5FC48925064b07c26A55C1,Creator,68093,17603,0.00027572,ronin,,,,,
0x21A6321584c9d184FcC76D3a7f9F9B1663d1d22e,Done,10206,386105,0.00027568,ronin,,,,,
0xd6f9359278757ad549895C0F96009506576078eB,Elusion,25440,84366,0.00027555,blast,1,,,,
0xdE7FCc82A9976403d5Bf26248bA8334Fa78F8ACe,subtl3,44424,30039,0.00027537,ronin,,27,,,
0x0F8F12eEeD63717781fD3443f4C0341dA5065083,Maybe1Zz1,70131,3220,0.00027486,blast,,,,,
0x9790041C022C890DB4014A6BEbE6D60b1b61BB0b,pititis,52998,25558,0.00027483,ronin,,17,,,
0xED939B44D291379b021c249cbe26156c86da53c5,SashiMANA,49462,134739,0.00027481,ronin,,,,,
0x6D4E99E839dC5d3EfF0c6c328dC1604Fed2F6aD3,LTzinn,40937,189016,0.00027481,ronin,,,,,
0xaA8190f6DfA9f445838303D92944B66522b22B14,Rectovalchik,59638,69496,0.00027453,blast,,,,,
